"Gene.name" "Chromosome.scaffold.name" "Gene.start..bp." "Gene.end..bp." "p_values" "p_values_BH" "p_values_bf"
"ENSG00000167258" "CDK12" 17 39461486 39567559 1 1 1
"ENSG00000167261" "DPEP2" 16 67987394 68000586 0.000722674603851327 0.00683409161614702 1
"ENSG00000167264" "DUS2" 16 67987746 68079320 1 1 1
"ENSG00000167272" "POP5" 12 120578764 120581402 1 1 1
"ENSG00000167280" "ENGASE" 17 79074824 79088599 1 1 1
"ENSG00000167281" "RBFOX3" 17 79089345 79611051 0.543975396658333 1 1
"ENSG00000167283" "ATP5MG" 11 118401346 118433278 1 1 1
"ENSG00000167286" "CD3D" 11 118334537 118342705 0.687481641318811 1 1
"ENSG00000167291" "TBC1D16" 17 79932343 80035872 0.0228805151408716 0.13266148275276 1
"ENSG00000167302" "TEPSIN" 17 81228277 81239091 1 1 1
"ENSG00000167306" "MYO5B" 18 49822789 50195164 0.494917230563 1 1
"ENSG00000167311" "ART5" 11 3638512 3642316 1 1 1
"ENSG00000167315" "ACAA2" 18 49782164 49813953 1 1 1
"ENSG00000167323" "STIM1" 11 3854527 4093210 1 1 1
"ENSG00000167325" "RRM1" 11 4094707 4138932 1 1 1
"ENSG00000167332" "OR51E2" 11 4680171 4697854 1 1 1
"ENSG00000167333" "TRIM68" 11 4598672 4608231 1 1 1
"ENSG00000167346" "MMP26" 11 4704784 4992431 1 1 1
"ENSG00000167355" "OR51B5" 11 5303444 5505652 0.933144834229057 1 1
"ENSG00000167359" "OR51I1" 11 5440570 5441514 1 1 1
"ENSG00000167360" "OR51Q1" 11 5422111 5423206 1 1 1
"ENSG00000167363" "FN3K" 17 82735615 82751196 1.23302452778385e-09 5.41312273868026e-08 2.30057716393911e-05
"ENSG00000167371" "PRRT2" 16 29811382 29815892 0.00254227351696638 0.0205340862682072 1
"ENSG00000167377" "ZNF23" 16 71447597 71463095 1 1 1
"ENSG00000167378" "IRGQ" 19 43584367 43596134 1 1 1
"ENSG00000167380" "ZNF226" 19 44165073 44178381 1 1 1
"ENSG00000167384" "ZNF180" 19 44474428 44500524 0.000393359740164592 0.00402374234210031 1
"ENSG00000167394" "ZNF668" 16 31060843 31074240 1 1 1
"ENSG00000167395" "ZNF646" 16 31074422 31084196 1 1 1
"ENSG00000167397" "VKORC1" 16 31090842 31095980 1 1 1
"ENSG00000167414" "GNG8" 19 46633953 46636541 1 1 1
"ENSG00000167419" "LPO" 17 58218548 58268518 1 1 1
"ENSG00000167434" "CA4" 17 60149942 60170899 0.390952611760745 1 1
"ENSG00000167447" "SMG8" 17 59209400 59215239 1 1 1
"ENSG00000167460" "TPM4" 19 16067021 16103005 0.000107130685287488 0.00127453648415887 1
"ENSG00000167461" "RAB8A" 19 16111889 16134234 1 1 1
"ENSG00000167468" "GPX4" 19 1103982 1106791 1 1 1
"ENSG00000167470" "MIDN" 19 1248553 1259143 0.0974451817078713 0.443338746721644 1
"ENSG00000167476" "JSRP1" 19 2252252 2269759 0.671438813947314 1 1
"ENSG00000167483" "NIBAN3" 19 17523301 17553839 0.00559947527316725 0.0404471582062542 1
"ENSG00000167487" "KLHL26" 19 18637025 18671721 1 1 1
"ENSG00000167491" "GATAD2A" 19 19385826 19508932 1 1 1
"ENSG00000167508" "MVD" 16 88651935 88663161 1 1 1
"ENSG00000167513" "CDT1" 16 88803789 88809258 6.5853141567436e-07 1.4421219663911e-05 0.0122868791536522
"ENSG00000167515" "TRAPPC2L" 16 88856220 88862686 1 1 1
"ENSG00000167522" "ANKRD11" 16 89267619 89490561 1 1 1
"ENSG00000167523" "SPATA33" 16 89657740 89671272 1 1 1
"ENSG00000167524" "RSKR" 17 28455752 28614197 1 1 1
"ENSG00000167525" "PROCA1" 17 28703197 28711888 1 1 1
"ENSG00000167526" "RPL13" 16 89560677 89567834 1 1 1
"ENSG00000167528" "ZNF641" 12 48337180 48351414 1 1 1
"ENSG00000167531" "LALBA" 12 48567684 48570066 1 1 1
"ENSG00000167535" "CACNB3" 12 48813794 48828941 0.00506108714524872 0.0370167636048807 1
"ENSG00000167536" "DHRS13" 17 28897781 28903079 1 1 1
"ENSG00000167543" "TP53I13" 17 29566052 29573157 1 1 1
"ENSG00000167548" "KMT2D" 12 49018975 49060794 1 1 1
"ENSG00000167549" "CORO6" 17 29614756 29622912 0.00944982851796946 0.0631726623032154 1
"ENSG00000167550" "RHEBL1" 12 49064676 49070025 1 1 1
"ENSG00000167552" "TUBA1A" 12 49184686 49189324 1.17387566509062e-07 3.0675311147424e-06 0.00219021721592607
"ENSG00000167553" "TUBA1C" 12 49188736 49274600 1 1 1
"ENSG00000167554" "ZNF610" 19 52336243 52367778 0.00728357544570361 0.0507456873285803 1
"ENSG00000167555" "ZNF528" 19 52397849 52418412 0.194475395072548 0.772597041183554 1
"ENSG00000167562" "ZNF701" 19 52555822 52587174 0.533561043032323 1 1
"ENSG00000167565" "SERTAD3" 19 40440844 40444335 1 1 1
"ENSG00000167566" "NCKAP5L" 12 49791146 49828750 2.87651112009978e-06 5.29056374653647e-05 0.0536699444788217
"ENSG00000167578" "RAB4B" 19 40778216 40796942 1 1 1
"ENSG00000167580" "AQP2" 12 49950737 49958878 1 1 1
"ENSG00000167588" "GPD1" 12 50103982 50111313 1 1 1
"ENSG00000167595" "PROSER3" 19 35758143 35771166 1 1 1
"ENSG00000167600" "CYP2S1" 19 41193210 41207539 0.132819624082933 0.570344889790417 1
"ENSG00000167601" "AXL" 19 41219223 41261766 0.0198827586520925 0.117993801186623 1
"ENSG00000167604" "NFKBID" 19 35887630 35902303 0.315733157256441 1 1
"ENSG00000167608" "TMC4" 19 54160108 54173250 0.424587514468834 1 1
"ENSG00000167612" "ANKRD33" 12 51888009 51891727 1 1 1
"ENSG00000167613" "LAIR1" 19 54351384 54370558 0.000180577223519454 0.00203421919849395 1
"ENSG00000167614" "TTYH1" 19 54415219 54436904 0.000378515420529556 0.00388536308684112 1
"ENSG00000167615" "LENG8" 19 54449190 54462016 1 1 1
"ENSG00000167617" "CDC42EP5" 19 54465026 54473296 1 1 1
"ENSG00000167618" "LAIR2" 19 54497879 54510687 6.6292822470902e-08 1.83515056626423e-06 0.00123689148166209
"ENSG00000167619" "TMEM145" 19 42313309 42325064 0.35787382986777 1 1
"ENSG00000167625" "ZNF526" 19 42220292 42228201 1 1 1
"ENSG00000167632" "TRAPPC9" 8 139727725 140458579 1 1 1
"ENSG00000167633" "KIR3DL1" 19 54816468 54830778 0.000221926220402005 0.00243570554132977 1
"ENSG00000167634" "NLRP7" 19 54923509 54966312 0.0258773259482754 0.147380692168169 1
"ENSG00000167635" "ZNF146" 19 36214602 36238771 1 1 1
"ENSG00000167637" "ZNF283" 19 43827321 43852017 1 1 1
"ENSG00000167641" "PPP1R14A" 19 38251237 38256532 0.638056729038916 1 1
"ENSG00000167642" "SPINT2" 19 38244035 38292615 0.0203648404076114 0.12035704539918 1
"ENSG00000167644" "C19orf33" 19 38304164 38305006 0.0535886416178754 0.270597259893456 1
"ENSG00000167645" "YIF1B" 19 38303558 38317273 1 1 1
"ENSG00000167646" "DNAAF3" 19 55158661 55166722 3.44180757414837e-05 0.000465679809415955 0.642172457184603
"ENSG00000167653" "PSCA" 8 142670308 142682725 1.75818657826172e-06 3.43499949499552e-05 0.0328042451772072
"ENSG00000167654" "ATCAY" 19 3879864 3928082 1 1 1
"ENSG00000167656" "LY6D" 8 142784882 142786539 1 1 1
"ENSG00000167657" "DAPK3" 19 3958453 3971123 1 1 1
"ENSG00000167658" "EEF2" 19 3976056 3985463 1 1 1
"ENSG00000167664" "TMIGD2" 19 4292227 4302431 1 1 1
"ENSG00000167670" "CHAF1A" 19 4402640 4445018 1 1 1
"ENSG00000167671" "UBXN6" 19 4444999 4457794 1 1 1
"ENSG00000167674" "HDGFL2" 19 4472297 4502208 1 1 1
"ENSG00000167676" "PLIN4" 19 4502192 4518486 0.00471268373113318 0.0348787199744081 1
"ENSG00000167680" "SEMA6B" 19 4542588 4581776 0.407096222334393 1 1
"ENSG00000167685" "ZNF444" 19 56132599 56160893 1 1 1
"ENSG00000167693" "NXN" 17 799310 979776 0.516024721395066 1 1
"ENSG00000167695" "TLCD3A" 17 732412 742968 0.00108663550151314 0.00976408325647144 1
"ENSG00000167699" "GLOD4" 17 757097 782294 1 1 1
"ENSG00000167700" "MFSD3" 8 144509070 144511213 1 1 1
"ENSG00000167701" "GPT" 8 144502973 144507174 1 1 1
"ENSG00000167702" "KIFC2" 8 144466043 144474202 1 1 1
"ENSG00000167703" "SLC43A2" 17 1569268 1628886 7.64299542407776e-08 2.08179574631303e-06 0.00142603008622443
"ENSG00000167705" "RILP" 17 1646145 1649866 2.33030220702794e-10 1.22475432616133e-08 4.34787785787273e-06
"ENSG00000167711" "SERPINF2" 17 1742836 1755265 0.598991832576778 1 1
"ENSG00000167716" "WDR81" 17 1716523 1738599 1 1 1
"ENSG00000167720" "SRR" 17 2303383 2325260 1 1 1
"ENSG00000167721" "TSR1" 17 2322396 2336657 1 1 1
"ENSG00000167723" "TRPV3" 17 3510502 3557812 0.0626994092669867 0.308016213297377 1
"ENSG00000167733" "HSD11B1L" 19 5680604 5688523 1 1 1
"ENSG00000167740" "CYB5D2" 17 4143168 4187310 1 1 1
"ENSG00000167741" "GGT6" 17 4556927 4560818 0.00766094416285352 0.0529203614181862 1
"ENSG00000167748" "KLK1" 19 50819146 50823787 1.25351297925002e-11 9.50733543367762e-10 2.33880451668469e-07
"ENSG00000167749" "KLK4" 19 50906351 50911395 1 1 1
"ENSG00000167751" "KLK2" 19 50861568 50880567 0.000331967389958073 0.0034627174591214 1
"ENSG00000167754" "KLK5" 19 50943303 50953093 1 1 1
"ENSG00000167755" "KLK6" 19 50958631 50969673 1 1 1
"ENSG00000167757" "KLK11" 19 51022216 51028039 1 1 1
"ENSG00000167759" "KLK13" 19 51055626 51065114 1 1 1
"ENSG00000167766" "ZNF83" 19 52612377 52638388 0.610883597180201 1 1
"ENSG00000167767" "KRT80" 12 52168996 52192014 0.000239219156910513 0.00259454150239943 1
"ENSG00000167768" "KRT1" 12 52674736 52680407 1 1 1
"ENSG00000167769" "ACER1" 19 6306142 6333612 1 1 1
"ENSG00000167770" "OTUB1" 11 63985853 64001811 1 1 1
"ENSG00000167771" "RCOR2" 11 63911230 63917164 0.000764800969085056 0.00718150804287316 1
"ENSG00000167772" "ANGPTL4" 19 8363289 8374370 0.0246775857048364 0.141628543242337 1
"ENSG00000167775" "CD320" 19 8302127 8308358 1 1 1
"ENSG00000167778" "SPRYD3" 12 53064316 53079404 1 1 1
"ENSG00000167779" "IGFBP6" 12 53097436 53102345 0.148763767280516 0.625002109867116 1
"ENSG00000167780" "SOAT2" 12 53103486 53124535 4.65349080280976e-06 8.05425152122677e-05 0.0868248313988245
"ENSG00000167785" "ZNF558" 19 8806170 8832314 0.340914152596252 1 1
"ENSG00000167791" "CABP2" 11 67518912 67524517 1 1 1
"ENSG00000167792" "NDUFV1" 11 67605653 67612554 1 1 1
"ENSG00000167797" "CDK2AP2" 11 67506497 67508649 1 1 1
"ENSG00000167799" "NUDT8" 11 67627938 67629937 1 1 1
"ENSG00000167800" "TBX10" 11 67631303 67639763 0.923818289355844 1 1
"ENSG00000167815" "PRDX2" 19 12796820 12801800 1 1 1
"ENSG00000167822" "OR8J3" 11 56134721 56140201 1 1 1
"ENSG00000167825" "OR5I1" 11 55935456 55936400 1 1 1
"ENSG00000167840" "ZNF232" 17 5105269 5123162 1 1 1
"ENSG00000167842" "MIS12" 17 5486285 5490814 1 1 1
"ENSG00000167850" "CD300C" 17 74534362 74546133 3.98872050010196e-05 0.000531203048471823 0.744215470909024
"ENSG00000167851" "CD300A" 17 74466399 74484798 0.0414746341685297 0.219092220927641 1
"ENSG00000167858" "TEKT1" 17 6789133 6831761 1 1 1
"ENSG00000167861" "HID1" 17 74950742 74973166 1 1 1
"ENSG00000167862" "MRPL58" 17 75012670 75021261 1 1 1
"ENSG00000167863" "ATP5PD" 17 75038863 75046985 1 1 1
"ENSG00000167874" "TMEM88" 17 7855066 7856099 0.00196127770879306 0.0164170118845496 1
"ENSG00000167880" "EVPL" 17 76004502 76027306 0.05634560013025 0.281848849123379 1
"ENSG00000167881" "SRP68" 17 76038775 76072517 1 1 1
"ENSG00000167889" "MGAT5B" 17 76868404 76950393 0.0839699090511234 0.392069710479444 1
"ENSG00000167895" "TMC8" 17 78130770 78142968 0.000308536208869496 0.00325792062278731 1
"ENSG00000167900" "TK1" 17 78174091 78187233 2.77445405515438e-11 1.93155834929367e-09 5.17657637610704e-07
"ENSG00000167904" "TMEM68" 8 55696424 55773407 1 1 1
"ENSG00000167910" "CYP7A1" 8 58490178 58500163 1 1 1
"ENSG00000167914" "GSDMA" 17 39953263 39977768 0.38663979811946 1 1
"ENSG00000167916" "KRT24" 17 40697991 40703752 1 1 1
"ENSG00000167925" "GHDC" 17 42188799 42194513 1 1 1
"ENSG00000167930" "FAM234A" 16 234521 272183 1 1 1
"ENSG00000167941" "SOST" 17 43753738 43758791 1 1 1
"ENSG00000167962" "ZNF598" 16 1997654 2009821 1 1 1
"ENSG00000167964" "RAB26" 16 2140803 2154165 1.31436220052251e-15 3.1042240427024e-13 2.4523369937349e-11
"ENSG00000167965" "MLST8" 16 2204248 2209453 1 1 1
"ENSG00000167967" "E4F1" 16 2223580 2235742 1 1 1
"ENSG00000167968" "DNASE1L2" 16 2235816 2238711 1 1 1
"ENSG00000167969" "ECI1" 16 2239402 2252300 1 1 1
"ENSG00000167971" "CASKIN1" 16 2177180 2196605 0.0463411841622416 0.240242793581302 1
"ENSG00000167972" "ABCA3" 16 2275881 2340746 0.842986532480913 1 1
"ENSG00000167977" "KCTD5" 16 2682523 2709030 1 1 1
"ENSG00000167978" "SRRM2" 16 2752626 2772538 1 1 1
"ENSG00000167981" "ZNF597" 16 3432414 3443504 0.0246429928702329 0.141517070167068 1
"ENSG00000167984" "NLRC3" 16 3539033 3577403 0.0160954313189972 0.0990137017968511 1
"ENSG00000167985" "SDHAF2" 11 61430042 61446839 1 1 1
"ENSG00000167986" "DDB1" 11 61299451 61342596 1 1 1
"ENSG00000167987" "VPS37C" 11 61130257 61161615 1 1 1
"ENSG00000167992" "VWCE" 11 61258286 61295316 0.447280531295239 1 1
"ENSG00000167994" "RAB3IL1" 11 61897301 61920269 0.0865417842452194 0.402364599921425 1
"ENSG00000167995" "BEST1" 11 61950063 61965515 0.0430801885643369 0.226101310332883 1
"ENSG00000167996" "FTH1" 11 61959718 61967634 1 1 1
"ENSG00000168000" "BSCL2" 11 62689289 62709845 1 1 1
"ENSG00000168002" "POLR2G" 11 62761565 62766710 1 1 1
"ENSG00000168003" "SLC3A2" 11 62856004 62888880 1 1 1
"ENSG00000168004" "PLAAT5" 11 63461404 63491194 1 1 1
"ENSG00000168005" "SPINDOC" 11 63813456 63827716 1 1 1
"ENSG00000168010" "ATG16L2" 11 72814406 72843674 1 1 1
"ENSG00000168014" "C2CD3" 11 74012718 74171210 1 1 1
"ENSG00000168016" "TRANK1" 3 36826819 36945057 1.85697701516867e-05 0.000272362435346323 0.346474771490171
"ENSG00000168026" "TTC21A" 3 39107680 39138903 1 1 1
"ENSG00000168028" "RPSA" 3 39406716 39426255 1 1 1
"ENSG00000168032" "ENTPD3" 3 40387184 40428744 0.922700725130305 1 1
"ENSG00000168036" "CTNNB1" 3 41194741 41260096 1 1 1
"ENSG00000168038" "ULK4" 3 41246599 41962130 1 1 1
"ENSG00000168040" "FADD" 11 70203296 70207390 1 1 1
"ENSG00000168056" "LTBP3" 11 65538559 65558930 2.90156746691074e-16 9.49779750835449e-14 5.41374457976206e-12
"ENSG00000168060" "NAALADL1" 11 65044818 65058553 0.0035654934837406 0.0272420054953449 1
"ENSG00000168061" "SAC3D1" 11 65040901 65044828 1 1 1
"ENSG00000168062" "BATF2" 11 64987945 64997018 0.0122994942520089 0.0788063062341973 1
"ENSG00000168065" "SLC22A11" 11 64555690 64572875 1 1 1
"ENSG00000168066" "SF1" 11 64764606 64778786 1 1 1
"ENSG00000168067" "MAP4K2" 11 64784918 64803241 1 1 1
"ENSG00000168070" "MAJIN" 11 64937517 64972108 0.146549693889767 0.617647207724253 1
"ENSG00000168071" "CCDC88B" 11 64340204 64357534 1 1 1
"ENSG00000168077" "SCARA3" 8 27633868 27676776 0.344724301660486 1 1
"ENSG00000168078" "PBK" 8 27809624 27838082 7.32511701461744e-12 5.89103591632466e-10 1.36672033258732e-07
"ENSG00000168079" "SCARA5" 8 27869883 27992673 0.157553652425747 0.656608453642974 1
"ENSG00000168081" "PNOC" 8 28316986 28343355 1 1 1
"ENSG00000168090" "COPS6" 7 100088969 100092187 1 1 1
"ENSG00000168092" "PAFAH1B2" 11 117144284 117176894 1 1 1
"ENSG00000168096" "ANKS3" 16 4696510 4734378 1 1 1
"ENSG00000168101" "NUDT16L1" 16 4693562 4695859 1 1 1
"ENSG00000168116" "KIAA1586" 6 57046532 57059041 1 1 1
"ENSG00000168118" "RAB4A" 1 229271062 229305894 0.289587999173641 1 1
"ENSG00000168124" "OR1F1" 16 3188204 3224779 1 1 1
"ENSG00000168131" "OR2B2" 6 27911185 27912396 1 1 1
"ENSG00000168135" "KCNJ4" 22 38426327 38455199 0.898712328267301 1 1
"ENSG00000168137" "SETD5" 3 9397615 9479240 1 1 1
"ENSG00000168140" "VASN" 16 4371848 4383538 0.650782301525201 1 1
"ENSG00000168143" "FAM83B" 6 54846771 54945099 3.68970331282566e-05 0.000494203046738701 0.688424844107011
"ENSG00000168148" "H3-4" 1 228424845 228425360 1 1 1
"ENSG00000168152" "THAP9" 4 82900684 82919969 1 1 1
"ENSG00000168158" "OR2C1" 16 3355889 3357306 1 1 1
"ENSG00000168159" "RNF187" 1 228487382 228499899 1 1 1
"ENSG00000168172" "HOOK3" 8 42896946 43030535 1 1 1
"ENSG00000168175" "MAPK1IP1L" 14 55051647 55070194 1 1 1
"ENSG00000168209" "DDIT4" 10 72273919 72276036 0.000266382111234044 0.00285969932762071 1
"ENSG00000168214" "RBPJ" 4 26163455 26435131 1 1 1
"ENSG00000168216" "LMBRD1" 6 69672757 69867236 1 1 1
"ENSG00000168228" "ZCCHC4" 4 25312774 25370383 1 1 1
"ENSG00000168229" "PTGDR" 14 52267698 52276724 0.000771903492624262 0.00723363905845479 1
"ENSG00000168234" "TTC39C" 18 23992773 24135970 0.21645403050578 0.841988920438883 1
"ENSG00000168237" "GLYCTK" 3 52287089 52295257 1 1 1
"ENSG00000168243" "GNG4" 1 235547685 235650754 1 1 1
"ENSG00000168246" "UBTD2" 5 172209646 172283764 1 1 1
"ENSG00000168255" "POLR2J3" 7 102537918 102572653 1 1 1
"ENSG00000168256" "NKIRAS2" 17 42011382 42025644 1 1 1
"ENSG00000168259" "DNAJC7" 17 41976421 42021376 1 1 1
"ENSG00000168263" "KCNV2" 9 2717510 2730037 1 1 1
"ENSG00000168264" "IRF2BP2" 1 234602300 234610178 1 1 1
"ENSG00000168267" "PTF1A" 10 23192312 23194245 1 1 1
"ENSG00000168268" "NT5DC2" 3 52524385 52535054 0.0602088016649272 0.298294163957571 1
"ENSG00000168269" "FOXI1" 5 170105897 170109734 0.412160247747022 1 1
"ENSG00000168273" "UQCC5" 3 52534013 52579237 1 1 1
"ENSG00000168275" "COA6" 1 234373456 234385080 1 1 1
"ENSG00000168280" "KIF5C" 2 148875227 149026759 1.2225515801264e-05 0.000189140691393022 0.228103673819985
"ENSG00000168282" "MGAT2" 14 49620799 49623481 1 1 1
"ENSG00000168283" "BMI1" 10 22321099 22331484 1 1 1
"ENSG00000168286" "THAP11" 16 67842320 67844195 1 1 1
"ENSG00000168288" "MMADHC" 2 149569637 149587778 1 1 1
"ENSG00000168291" "PDHB" 3 58427630 58433857 1 1 1
"ENSG00000168297" "PXK" 3 58332880 58426127 1 1 1
"ENSG00000168298" "H1-4" 6 26156329 26157115 0.0120972713795811 0.0776439248022789 1
"ENSG00000168300" "PCMTD1" 8 51817575 51899186 1 1 1
"ENSG00000168301" "KCTD6" 3 58492096 58502360 1 1 1
"ENSG00000168303" "MPLKIP" 7 40126027 40134622 1 1 1
"ENSG00000168306" "ACOX2" 3 58505136 58537283 0.748623270644232 1 1
"ENSG00000168309" "FAM107A" 3 58564117 58627610 0.607146486492845 1 1
"ENSG00000168310" "IRF2" 4 184385702 184474558 1 1 1
"ENSG00000168314" "MOBP" 3 39467198 39529479 0.00130989934668485 0.0115210461538458 1
"ENSG00000168329" "CX3CR1" 3 39263495 39281735 1.8113831057398e-08 5.9923379409385e-07 0.000337967859868931
"ENSG00000168333" "PPDPFL" 8 49054311 49076093 1 1 1
"ENSG00000168334" "XIRP1" 3 39183210 39192596 0.985243344785093 1 1
"ENSG00000168348" "INSM2" 14 35534164 35537054 0.00201176623840746 0.016779407454719 1
"ENSG00000168350" "DEGS2" 14 100143957 100159645 0.624835228165348 1 1
"ENSG00000168356" "SCN11A" 3 38845764 39052157 0.641814904141847 1 1
"ENSG00000168374" "ARF4" 3 57571363 57598220 1 1 1
"ENSG00000168385" "SEPTIN2" 2 241315100 241354027 1 1 1
"ENSG00000168386" "FILIP1L" 3 99828811 100114513 0.0112892791741327 0.0730358428678806 1
"ENSG00000168389" "MFSD2A" 1 39955112 39969968 0.0194246320585721 0.115827671763771 1
"ENSG00000168393" "DTYMK" 2 241675747 241686944 1 1 1
"ENSG00000168394" "TAP1" 6 32845209 32853816 1 1 1
"ENSG00000168395" "ING5" 2 241687085 241729478 1 1 1
"ENSG00000168397" "ATG4B" 2 241637213 241673857 1 1 1
"ENSG00000168398" "BDKRB2" 14 96204679 96244166 3.5814565243754e-05 0.000481432390718993 0.668228158317963
"ENSG00000168404" "MLKL" 16 74671855 74700960 0.014362995166733 0.0898072264815362 1
"ENSG00000168411" "RFWD3" 16 74621399 74666877 1 1 1
"ENSG00000168412" "MTNR1A" 4 186526792 186555567 1 1 1
"ENSG00000168418" "KCNG4" 16 84218657 84240012 1 1 1
"ENSG00000168421" "RHOH" 4 40191011 40246967 0.149189202400924 0.626366367775977 1
"ENSG00000168427" "KLHL30" 2 238138668 238152947 0.497521071053149 1 1
"ENSG00000168434" "COG7" 16 23388493 23453189 1 1 1
"ENSG00000168438" "CDC40" 6 110180141 110254275 1 1 1
"ENSG00000168439" "STIP1" 11 64185272 64204543 1 1 1
"ENSG00000168447" "SCNN1B" 16 23278231 23381294 0.775324885863342 1 1
"ENSG00000168453" "HR" 8 22114419 22133384 0.6741802280906 1 1
"ENSG00000168454" "TXNDC2" 18 9885766 9889275 0.0224094248916829 0.130213344636879 1
"ENSG00000168461" "RAB31" 18 9708275 9862551 0.781920929786234 1 1
"ENSG00000168476" "REEP4" 8 22138020 22141951 1 1 1
"ENSG00000168477" "TNXB" 6 32041153 32115334 3.02797356115255e-11 2.07982861985429e-09 5.64959307039842e-07
"ENSG00000168481" "LGI3" 8 22146830 22157084 1 1 1
"ENSG00000168484" "SFTPC" 8 22156913 22164479 1 1 1
"ENSG00000168487" "BMP1" 8 22165140 22212326 0.134685076891492 0.57649785837152 1
"ENSG00000168488" "ATXN2L" 16 28822999 28837237 1 1 1
"ENSG00000168490" "PHYHIP" 8 22219703 22232101 4.77636393620901e-06 8.22875330764429e-05 0.0891173983217876
"ENSG00000168491" "CCDC110" 4 185445182 185471752 9.23647320770316e-05 0.00111183301360855 1
"ENSG00000168495" "POLR3D" 8 22245133 22254601 1 1 1
"ENSG00000168496" "FEN1" 11 61792911 61797238 1 1 1
"ENSG00000168497" "CAVIN2" 2 191834310 191847088 0.708350543562409 1 1
"ENSG00000168502" "MTCL1" 18 8705556 8832778 0.100773061194969 0.455811824430478 1
"ENSG00000168505" "GBX2" 2 236165236 236168386 1 1 1
"ENSG00000168509" "HJV" 1 146017468 146036746 1 1 1
"ENSG00000168515" "SCGB1D1" 11 62190216 62193539 1 1 1
"ENSG00000168517" "HEXIM2" 17 45160700 45170040 1 1 1
"ENSG00000168522" "FNTA" 8 43034194 43085788 1 1 1
"ENSG00000168528" "SERINC2" 1 31409565 31434680 0.0127292912839527 0.081003791533421 1
"ENSG00000168530" "MYL1" 2 210290150 210315174 0.132770560594549 0.570265451098779 1
"ENSG00000168538" "TRAPPC11" 4 183659267 183713594 1 1 1
"ENSG00000168539" "CHRM1" 11 62908679 62921807 1 1 1
"ENSG00000168542" "COL3A1" 2 188974373 189012746 0.00251076547265284 0.0203324054638701 1
"ENSG00000168546" "GFRA2" 8 21690398 21812357 0.0041027967732594 0.0308296343920556 1
"ENSG00000168556" "ING2" 4 183505058 183512429 1 1 1
"ENSG00000168564" "CDKN2AIP" 4 183444635 183449064 1 1 1
"ENSG00000168566" "SNRNP48" 6 7590198 7611967 1 1 1
"ENSG00000168569" "TMEM223" 11 62771629 62792006 1 1 1
"ENSG00000168575" "SLC20A2" 8 42416475 42541926 1 1 1
"ENSG00000168582" "CRYGA" 2 208160740 208163589 1 1 1
"ENSG00000168589" "DYNLRB2" 16 80540734 80550811 3.3865023462405e-11 2.28105995581788e-09 6.31853607761552e-07
"ENSG00000168591" "TMUB2" 17 44186970 44191929 1 1 1
"ENSG00000168594" "ADAM29" 4 174829668 174978180 6.74378539177124e-07 1.47509434747559e-05 0.0125825547839668
"ENSG00000168610" "STAT3" 17 42313324 42388568 1 1 1
"ENSG00000168612" "ZSWIM1" 20 45881227 45885266 1 1 1
"ENSG00000168615" "ADAM9" 8 38996754 39105445 1.10476422257274e-07 2.90319589644538e-06 0.00206126908647622
